well	strain	drug	dose_um	runtime	measure
A06	opi3∆	6772625 (2)	0	72945	0.7484
A06	opi3∆	6772625 (2)	0	73819	0.7494
A06	opi3∆	6772625 (2)	0	74695	0.7436
A06	opi3∆	6772625 (2)	0	75570	0.7432
A06	opi3∆	6772625 (2)	0	76444	0.7494
A06	opi3∆	6772625 (2)	0	77319	0.7462
A06	opi3∆	6772625 (2)	0	78193	0.7484
A06	opi3∆	6772625 (2)	0	79068	0.747
A06	opi3∆	6772625 (2)	0	79943	0.7425
A06	opi3∆	6772625 (2)	0	80818	0.7452
A06	opi3∆	6772625 (2)	0	82096	0.7448
A06	opi3∆	6772625 (2)	0	82970	0.747
A06	opi3∆	6772625 (2)	0	83845	0.745
A07	wt	5673113 (1)	0	926	0.0846
A07	wt	5673113 (1)	0	1802	0.0929
A07	wt	5673113 (1)	0	2678	0.1163
A07	wt	5673113 (1)	0	3552	0.1175
A07	wt	5673113 (1)	0	4427	0.12
A07	wt	5673113 (1)	0	5301	0.1243
A07	wt	5673113 (1)	0	6176	0.1205
A07	wt	5673113 (1)	0	7050	0.1165
A07	wt	5673113 (1)	0	7924	0.1339
A07	wt	5673113 (1)	0	8799	0.1282
A07	wt	5673113 (1)	0	9673	0.1408
A07	wt	5673113 (1)	0	10548	0.1399
A07	wt	5673113 (1)	0	11422	0.138
A07	wt	5673113 (1)	0	12297	0.1401
A07	wt	5673113 (1)	0	13171	0.142
A07	wt	5673113 (1)	0	14046	0.15
A07	wt	5673113 (1)	0	14920	0.1565
A07	wt	5673113 (1)	0	15794	0.1671
A07	wt	5673113 (1)	0	16669	0.1656
A07	wt	5673113 (1)	0	17543	0.1668
A07	wt	5673113 (1)	0	18417	0.167
A07	wt	5673113 (1)	0	19292	0.1704
A07	wt	5673113 (1)	0	20166	0.1784
A07	wt	5673113 (1)	0	21041	0.177
A07	wt	5673113 (1)	0	21915	0.1777
A07	wt	5673113 (1)	0	22789	0.187
A07	wt	5673113 (1)	0	23663	0.1961
A07	wt	5673113 (1)	0	24538	0.2111
A07	wt	5673113 (1)	0	25412	0.228
A07	wt	5673113 (1)	0	26286	0.2421
A07	wt	5673113 (1)	0	27161	0.2567
A07	wt	5673113 (1)	0	28036	0.2818
A07	wt	5673113 (1)	0	28910	0.2947
A07	wt	5673113 (1)	0	29785	0.3117
A07	wt	5673113 (1)	0	30659	0.3361
A07	wt	5673113 (1)	0	31534	0.3629
A07	wt	5673113 (1)	0	32408	0.3853
A07	wt	5673113 (1)	0	33282	0.4124
A07	wt	5673113 (1)	0	34157	0.4421
A07	wt	5673113 (1)	0	35031	0.4692
A07	wt	5673113 (1)	0	35905	0.5008
A07	wt	5673113 (1)	0	36780	0.5281
A07	wt	5673113 (1)	0	37655	0.5603
A07	wt	5673113 (1)	0	38529	0.5906
A07	wt	5673113 (1)	0	39403	0.6209
A07	wt	5673113 (1)	0	40278	0.6543
A07	wt	5673113 (1)	0	41152	0.6896
A07	wt	5673113 (1)	0	42026	0.7228
A07	wt	5673113 (1)	0	42901	0.7501
A07	wt	5673113 (1)	0	43775	0.7769
A07	wt	5673113 (1)	0	44650	0.8123
A07	wt	5673113 (1)	0	45524	0.8387
A07	wt	5673113 (1)	0	46399	0.8716
A07	wt	5673113 (1)	0	47273	0.8965
A07	wt	5673113 (1)	0	48148	0.9143
A07	wt	5673113 (1)	0	49022	0.923
A07	wt	5673113 (1)	0	49896	0.924
A07	wt	5673113 (1)	0	50770	0.9185
A07	wt	5673113 (1)	0	51645	0.9176
A07	wt	5673113 (1)	0	52519	0.9211
A07	wt	5673113 (1)	0	53393	0.9235
A07	wt	5673113 (1)	0	54268	0.9262
A07	wt	5673113 (1)	0	55143	0.9271
A07	wt	5673113 (1)	0	56017	0.9278
A07	wt	5673113 (1)	0	56891	0.9224
A07	wt	5673113 (1)	0	57766	0.9251
A07	wt	5673113 (1)	0	58640	0.9307
A07	wt	5673113 (1)	0	59515	0.9324
A07	wt	5673113 (1)	0	60389	0.9325
A07	wt	5673113 (1)	0	61264	0.9325
A07	wt	5673113 (1)	0	62138	0.9413
A07	wt	5673113 (1)	0	63013	0.9322
A07	wt	5673113 (1)	0	65075	0.9335
A07	wt	5673113 (1)	0	65950	0.9362
A07	wt	5673113 (1)	0	66824	0.9361
A07	wt	5673113 (1)	0	67698	0.9334
A07	wt	5673113 (1)	0	68573	0.9336
A07	wt	5673113 (1)	0	69447	0.9393
A07	wt	5673113 (1)	0	70322	0.9404
A07	wt	5673113 (1)	0	71196	0.9411
A07	wt	5673113 (1)	0	72070	0.9346
A07	wt	5673113 (1)	0	72945	0.942
A07	wt	5673113 (1)	0	73819	0.9437
A07	wt	5673113 (1)	0	74695	0.9406
A07	wt	5673113 (1)	0	75570	0.9395
A07	wt	5673113 (1)	0	76444	0.9413
A07	wt	5673113 (1)	0	77319	0.9382
A07	wt	5673113 (1)	0	78193	0.9475
A07	wt	5673113 (1)	0	79068	0.9434
A07	wt	5673113 (1)	0	79943	0.9399
A07	wt	5673113 (1)	0	80818	0.9496
A07	wt	5673113 (1)	0	82096	0.9471
A07	wt	5673113 (1)	0	82970	0.9499
A07	wt	5673113 (1)	0	83845	0.9478
A08	wt	5673113 (1)	0	926	0.0854
A08	wt	5673113 (1)	0	1802	0.0907
A08	wt	5673113 (1)	0	2678	0.1092
A08	wt	5673113 (1)	0	3552	0.1129
A08	wt	5673113 (1)	0	4427	0.1168
A08	wt	5673113 (1)	0	5301	0.1064
A08	wt	5673113 (1)	0	6176	0.1129
A08	wt	5673113 (1)	0	7050	0.0971
A08	wt	5673113 (1)	0	7924	0.1231
A08	wt	5673113 (1)	0	8799	0.1127
A08	wt	5673113 (1)	0	9673	0.1308
A08	wt	5673113 (1)	0	10548	0.1394
A08	wt	5673113 (1)	0	11422	0.1274
A08	wt	5673113 (1)	0	12297	0.1265
A08	wt	5673113 (1)	0	13171	0.1356
A08	wt	5673113 (1)	0	14046	0.1388
A08	wt	5673113 (1)	0	14920	0.1519
A08	wt	5673113 (1)	0	15794	0.1484
A08	wt	5673113 (1)	0	16669	0.1478
A08	wt	5673113 (1)	0	17543	0.158
A08	wt	5673113 (1)	0	18417	0.1432
A08	wt	5673113 (1)	0	19292	0.182
A08	wt	5673113 (1)	0	20166	0.1928
A08	wt	5673113 (1)	0	21041	0.1801
A08	wt	5673113 (1)	0	21915	0.1709
A08	wt	5673113 (1)	0	22789	0.1804
A08	wt	5673113 (1)	0	23663	0.1902
A08	wt	5673113 (1)	0	24538	0.2006
A08	wt	5673113 (1)	0	25412	0.2182
A08	wt	5673113 (1)	0	26286	0.2298
A08	wt	5673113 (1)	0	27161	0.2426
A08	wt	5673113 (1)	0	28036	0.2651
A08	wt	5673113 (1)	0	28910	0.2834
A08	wt	5673113 (1)	0	29785	0.2994
A08	wt	5673113 (1)	0	30659	0.3248
A08	wt	5673113 (1)	0	31534	0.3527
A08	wt	5673113 (1)	0	32408	0.3731
A08	wt	5673113 (1)	0	33282	0.397
A08	wt	5673113 (1)	0	34157	0.4232
A08	wt	5673113 (1)	0	35031	0.456
A08	wt	5673113 (1)	0	35905	0.4854
A08	wt	5673113 (1)	0	36780	0.5068
A08	wt	5673113 (1)	0	37655	0.545
A08	wt	5673113 (1)	0	38529	0.5737
A08	wt	5673113 (1)	0	39403	0.606
A08	wt	5673113 (1)	0	40278	0.6332
A08	wt	5673113 (1)	0	41152	0.6764
A08	wt	5673113 (1)	0	42026	0.7015
A08	wt	5673113 (1)	0	42901	0.7341
A08	wt	5673113 (1)	0	43775	0.7629
A08	wt	5673113 (1)	0	44650	0.7959
A08	wt	5673113 (1)	0	45524	0.8233
A08	wt	5673113 (1)	0	46399	0.8572
A08	wt	5673113 (1)	0	47273	0.8741
A08	wt	5673113 (1)	0	48148	0.8955
A08	wt	5673113 (1)	0	49022	0.8957
A08	wt	5673113 (1)	0	49896	0.8949
A08	wt	5673113 (1)	0	50770	0.893
A08	wt	5673113 (1)	0	51645	0.8942
A08	wt	5673113 (1)	0	52519	0.8941
A08	wt	5673113 (1)	0	53393	0.8937
A08	wt	5673113 (1)	0	54268	0.9041
A08	wt	5673113 (1)	0	55143	0.9
A08	wt	5673113 (1)	0	56017	0.9009
A08	wt	5673113 (1)	0	56891	0.906
A08	wt	5673113 (1)	0	57766	0.9
A08	wt	5673113 (1)	0	58640	0.9108
A08	wt	5673113 (1)	0	59515	0.9054
A08	wt	5673113 (1)	0	60389	0.9102
A08	wt	5673113 (1)	0	61264	0.912
A08	wt	5673113 (1)	0	62138	0.9139
A08	wt	5673113 (1)	0	63013	0.9066
A08	wt	5673113 (1)	0	65075	0.9098
A08	wt	5673113 (1)	0	65950	0.9128
A08	wt	5673113 (1)	0	66824	0.9141
A08	wt	5673113 (1)	0	67698	0.915
A08	wt	5673113 (1)	0	68573	0.9099
A08	wt	5673113 (1)	0	69447	0.9159
A08	wt	5673113 (1)	0	70322	0.9168
A08	wt	5673113 (1)	0	71196	0.9168
A08	wt	5673113 (1)	0	72070	0.9119
A08	wt	5673113 (1)	0	72945	0.9201
A08	wt	5673113 (1)	0	73819	0.9199
A08	wt	5673113 (1)	0	74695	0.9145
A08	wt	5673113 (1)	0	75570	0.9178
A08	wt	5673113 (1)	0	76444	0.9197
A08	wt	5673113 (1)	0	77319	0.9145
A08	wt	5673113 (1)	0	78193	0.9228
A08	wt	5673113 (1)	0	79068	0.9209
A08	wt	5673113 (1)	0	79943	0.9149
A08	wt	5673113 (1)	0	80818	0.9278
A08	wt	5673113 (1)	0	82096	0.9225
A08	wt	5673113 (1)	0	82970	0.9263
A08	wt	5673113 (1)	0	83845	0.9235
A09	wt	5673113 (1)	0	926	0.083
A09	wt	5673113 (1)	0	1802	0.092
A09	wt	5673113 (1)	0	2678	0.1169
A09	wt	5673113 (1)	0	3552	0.1061
A09	wt	5673113 (1)	0	4427	0.11
A09	wt	5673113 (1)	0	5301	0.1032
A09	wt	5673113 (1)	0	6176	0.0932
A09	wt	5673113 (1)	0	7050	0.1139
A09	wt	5673113 (1)	0	7924	0.1111
A09	wt	5673113 (1)	0	8799	0.1161
A09	wt	5673113 (1)	0	9673	0.1454
A09	wt	5673113 (1)	0	10548	0.1343
A09	wt	5673113 (1)	0	11422	0.1242
A09	wt	5673113 (1)	0	12297	0.1166
A09	wt	5673113 (1)	0	13171	0.1201
A09	wt	5673113 (1)	0	14046	0.1368
A09	wt	5673113 (1)	0	14920	0.1337
A09	wt	5673113 (1)	0	15794	0.1442
A09	wt	5673113 (1)	0	16669	0.1391
A09	wt	5673113 (1)	0	17543	0.1454
A09	wt	5673113 (1)	0	18417	0.1361
A09	wt	5673113 (1)	0	19292	0.1658
A09	wt	5673113 (1)	0	20166	0.1814
A09	wt	5673113 (1)	0	21041	0.1905
A09	wt	5673113 (1)	0	21915	0.1711
A09	wt	5673113 (1)	0	22789	0.1826
A09	wt	5673113 (1)	0	23663	0.1886
A09	wt	5673113 (1)	0	24538	0.1974
A09	wt	5673113 (1)	0	25412	0.2121
A09	wt	5673113 (1)	0	26286	0.225
A09	wt	5673113 (1)	0	27161	0.2394
A09	wt	5673113 (1)	0	28036	0.2584
A09	wt	5673113 (1)	0	28910	0.2771
A09	wt	5673113 (1)	0	29785	0.2951
A09	wt	5673113 (1)	0	30659	0.3149
A09	wt	5673113 (1)	0	31534	0.3404
A09	wt	5673113 (1)	0	32408	0.3593
A09	wt	5673113 (1)	0	33282	0.3857
A09	wt	5673113 (1)	0	34157	0.416
A09	wt	5673113 (1)	0	35031	0.4435
A09	wt	5673113 (1)	0	35905	0.4692
A09	wt	5673113 (1)	0	36780	0.5006
A09	wt	5673113 (1)	0	37655	0.5331
A09	wt	5673113 (1)	0	38529	0.5671
A09	wt	5673113 (1)	0	39403	0.5906
A09	wt	5673113 (1)	0	40278	0.6237
A09	wt	5673113 (1)	0	41152	0.6599
A09	wt	5673113 (1)	0	42026	0.6874
A09	wt	5673113 (1)	0	42901	0.7175
A09	wt	5673113 (1)	0	43775	0.745
A09	wt	5673113 (1)	0	44650	0.783
A09	wt	5673113 (1)	0	45524	0.8106
A09	wt	5673113 (1)	0	46399	0.8521
A09	wt	5673113 (1)	0	47273	0.8716
A09	wt	5673113 (1)	0	48148	0.8936
A09	wt	5673113 (1)	0	49022	0.9124
A09	wt	5673113 (1)	0	49896	0.915
A09	wt	5673113 (1)	0	50770	0.9172
A09	wt	5673113 (1)	0	51645	0.9123
A09	wt	5673113 (1)	0	52519	0.9125
A09	wt	5673113 (1)	0	53393	0.9091
A09	wt	5673113 (1)	0	54268	0.915
A09	wt	5673113 (1)	0	55143	0.9117
A09	wt	5673113 (1)	0	56017	0.9148
A09	wt	5673113 (1)	0	56891	0.9133
A09	wt	5673113 (1)	0	57766	0.9162
A09	wt	5673113 (1)	0	58640	0.9215
A09	wt	5673113 (1)	0	59515	0.9194
A09	wt	5673113 (1)	0	60389	0.918
A09	wt	5673113 (1)	0	61264	0.9231
A09	wt	5673113 (1)	0	62138	0.9257
A09	wt	5673113 (1)	0	63013	0.9173
A09	wt	5673113 (1)	0	65075	0.9245
A09	wt	5673113 (1)	0	65950	0.9228
A09	wt	5673113 (1)	0	66824	0.9271
A09	wt	5673113 (1)	0	67698	0.9267
A09	wt	5673113 (1)	0	68573	0.9201
A09	wt	5673113 (1)	0	69447	0.9283
A09	wt	5673113 (1)	0	70322	0.9274
A09	wt	5673113 (1)	0	71196	0.9285
A09	wt	5673113 (1)	0	72070	0.9262
A09	wt	5673113 (1)	0	72945	0.9313
A09	wt	5673113 (1)	0	73819	0.9334
A09	wt	5673113 (1)	0	74695	0.9287
A09	wt	5673113 (1)	0	75570	0.9261
A09	wt	5673113 (1)	0	76444	0.9292
A09	wt	5673113 (1)	0	77319	0.9325
A09	wt	5673113 (1)	0	78193	0.9355
A09	wt	5673113 (1)	0	79068	0.933
A09	wt	5673113 (1)	0	79943	0.9297
A09	wt	5673113 (1)	0	80818	0.9379
A09	wt	5673113 (1)	0	82096	0.9362
A09	wt	5673113 (1)	0	82970	0.9398
A09	wt	5673113 (1)	0	83845	0.9313
A10	swd3∆	5673113 (1)	0	926	0.0787
A10	swd3∆	5673113 (1)	0	1802	0.0785
A10	swd3∆	5673113 (1)	0	2678	0.0833
A10	swd3∆	5673113 (1)	0	3552	0.0895
A10	swd3∆	5673113 (1)	0	4427	0.0853
A10	swd3∆	5673113 (1)	0	5301	0.0924
A10	swd3∆	5673113 (1)	0	6176	0.1029
A10	swd3∆	5673113 (1)	0	7050	0.1151
A10	swd3∆	5673113 (1)	0	7924	0.129
A10	swd3∆	5673113 (1)	0	8799	0.1283
A10	swd3∆	5673113 (1)	0	9673	0.1292
A10	swd3∆	5673113 (1)	0	10548	0.1227
A10	swd3∆	5673113 (1)	0	11422	0.1211
A10	swd3∆	5673113 (1)	0	12297	0.1127
A10	swd3∆	5673113 (1)	0	13171	0.1155
A10	swd3∆	5673113 (1)	0	14046	0.1166
A10	swd3∆	5673113 (1)	0	14920	0.107
A10	swd3∆	5673113 (1)	0	15794	0.0984
A10	swd3∆	5673113 (1)	0	16669	0.0983
A10	swd3∆	5673113 (1)	0	17543	0.1068
A10	swd3∆	5673113 (1)	0	18417	0.0991
A10	swd3∆	5673113 (1)	0	19292	0.1214
A10	swd3∆	5673113 (1)	0	20166	0.1436
A10	swd3∆	5673113 (1)	0	21041	0.1315
A10	swd3∆	5673113 (1)	0	21915	0.1357
A10	swd3∆	5673113 (1)	0	22789	0.1195
A10	swd3∆	5673113 (1)	0	23663	0.1256
A10	swd3∆	5673113 (1)	0	24538	0.1329
A10	swd3∆	5673113 (1)	0	25412	0.1433
A10	swd3∆	5673113 (1)	0	26286	0.1189
A10	swd3∆	5673113 (1)	0	27161	0.126
A10	swd3∆	5673113 (1)	0	28036	0.1364
A10	swd3∆	5673113 (1)	0	28910	0.1379
A10	swd3∆	5673113 (1)	0	29785	0.1773
A10	swd3∆	5673113 (1)	0	30659	0.1773
A10	swd3∆	5673113 (1)	0	31534	0.1568
A10	swd3∆	5673113 (1)	0	32408	0.1587
A10	swd3∆	5673113 (1)	0	33282	0.1702
A10	swd3∆	5673113 (1)	0	34157	0.1786
A10	swd3∆	5673113 (1)	0	35031	0.1878
A10	swd3∆	5673113 (1)	0	35905	0.1973
A10	swd3∆	5673113 (1)	0	36780	0.2116
A10	swd3∆	5673113 (1)	0	37655	0.2239
A10	swd3∆	5673113 (1)	0	38529	0.2347
A10	swd3∆	5673113 (1)	0	39403	0.2467
A10	swd3∆	5673113 (1)	0	40278	0.2628
A10	swd3∆	5673113 (1)	0	41152	0.2821
A10	swd3∆	5673113 (1)	0	42026	0.2947
A10	swd3∆	5673113 (1)	0	42901	0.314
A10	swd3∆	5673113 (1)	0	43775	0.3273
A10	swd3∆	5673113 (1)	0	44650	0.3518
A10	swd3∆	5673113 (1)	0	45524	0.3752
A10	swd3∆	5673113 (1)	0	46399	0.396
A10	swd3∆	5673113 (1)	0	47273	0.4194
A10	swd3∆	5673113 (1)	0	48148	0.4422
A10	swd3∆	5673113 (1)	0	49022	0.4624
A10	swd3∆	5673113 (1)	0	49896	0.4913
A10	swd3∆	5673113 (1)	0	50770	0.513
A10	swd3∆	5673113 (1)	0	51645	0.5394
A10	swd3∆	5673113 (1)	0	52519	0.5728
A10	swd3∆	5673113 (1)	0	53393	0.5969
A10	swd3∆	5673113 (1)	0	54268	0.6263
A10	swd3∆	5673113 (1)	0	55143	0.651
A10	swd3∆	5673113 (1)	0	56017	0.6811
A10	swd3∆	5673113 (1)	0	56891	0.7074
A10	swd3∆	5673113 (1)	0	57766	0.7261
A10	swd3∆	5673113 (1)	0	58640	0.761
A10	swd3∆	5673113 (1)	0	59515	0.7786
A10	swd3∆	5673113 (1)	0	60389	0.8057
A10	swd3∆	5673113 (1)	0	61264	0.83
A10	swd3∆	5673113 (1)	0	62138	0.8399
A10	swd3∆	5673113 (1)	0	63013	0.8373
A10	swd3∆	5673113 (1)	0	65075	0.8234
A10	swd3∆	5673113 (1)	0	65950	0.8179
A10	swd3∆	5673113 (1)	0	66824	0.8211
A10	swd3∆	5673113 (1)	0	67698	0.8223
A10	swd3∆	5673113 (1)	0	68573	0.819
A10	swd3∆	5673113 (1)	0	69447	0.8202
A10	swd3∆	5673113 (1)	0	70322	0.8203
A10	swd3∆	5673113 (1)	0	71196	0.8234
A10	swd3∆	5673113 (1)	0	72070	0.8216
A10	swd3∆	5673113 (1)	0	72945	0.823
A10	swd3∆	5673113 (1)	0	73819	0.8221
A10	swd3∆	5673113 (1)	0	74695	0.8236
A10	swd3∆	5673113 (1)	0	75570	0.8245
A10	swd3∆	5673113 (1)	0	76444	0.8247
A10	swd3∆	5673113 (1)	0	77319	0.8216
A10	swd3∆	5673113 (1)	0	78193	0.8258
A10	swd3∆	5673113 (1)	0	79068	0.8227
A10	swd3∆	5673113 (1)	0	79943	0.8192
A10	swd3∆	5673113 (1)	0	80818	0.8309
A10	swd3∆	5673113 (1)	0	82096	0.8241
A10	swd3∆	5673113 (1)	0	82970	0.8247
A10	swd3∆	5673113 (1)	0	83845	0.8239
A11	swd3∆	5673113 (1)	0	926	0.0777
A11	swd3∆	5673113 (1)	0	1802	0.079
A11	swd3∆	5673113 (1)	0	2678	0.0767
A11	swd3∆	5673113 (1)	0	3552	0.0758
A11	swd3∆	5673113 (1)	0	4427	0.0768
A11	swd3∆	5673113 (1)	0	5301	0.0902
A11	swd3∆	5673113 (1)	0	6176	0.0788
A11	swd3∆	5673113 (1)	0	7050	0.0791
A11	swd3∆	5673113 (1)	0	7924	0.0951
A11	swd3∆	5673113 (1)	0	8799	0.0878
A11	swd3∆	5673113 (1)	0	9673	0.0938
A11	swd3∆	5673113 (1)	0	10548	0.1255
A11	swd3∆	5673113 (1)	0	11422	0.1262
A11	swd3∆	5673113 (1)	0	12297	0.1213
A11	swd3∆	5673113 (1)	0	13171	0.122
A11	swd3∆	5673113 (1)	0	14046	0.1275
A11	swd3∆	5673113 (1)	0	14920	0.1116
A11	swd3∆	5673113 (1)	0	15794	0.1032
A11	swd3∆	5673113 (1)	0	16669	0.0949
A11	swd3∆	5673113 (1)	0	17543	0.0949
A11	swd3∆	5673113 (1)	0	18417	0.1011
A11	swd3∆	5673113 (1)	0	19292	0.0975
A11	swd3∆	5673113 (1)	0	20166	0.1155
A11	swd3∆	5673113 (1)	0	21041	0.1095
A11	swd3∆	5673113 (1)	0	21915	0.1105
A11	swd3∆	5673113 (1)	0	22789	0.1139
A11	swd3∆	5673113 (1)	0	23663	0.1251
A11	swd3∆	5673113 (1)	0	24538	0.1447
A11	swd3∆	5673113 (1)	0	25412	0.1263
A11	swd3∆	5673113 (1)	0	26286	0.1238
A11	swd3∆	5673113 (1)	0	27161	0.1292
A11	swd3∆	5673113 (1)	0	28036	0.1422
A11	swd3∆	5673113 (1)	0	28910	0.1631
A11	swd3∆	5673113 (1)	0	29785	0.1871
A11	swd3∆	5673113 (1)	0	30659	0.1759
A11	swd3∆	5673113 (1)	0	31534	0.1679
A11	swd3∆	5673113 (1)	0	32408	0.1721
A11	swd3∆	5673113 (1)	0	33282	0.1829
A11	swd3∆	5673113 (1)	0	34157	0.1923
A11	swd3∆	5673113 (1)	0	35031	0.2026
A11	swd3∆	5673113 (1)	0	35905	0.2171
A11	swd3∆	5673113 (1)	0	36780	0.2291
A11	swd3∆	5673113 (1)	0	37655	0.2424
A11	swd3∆	5673113 (1)	0	38529	0.2589
A11	swd3∆	5673113 (1)	0	39403	0.2718
A11	swd3∆	5673113 (1)	0	40278	0.2918
A11	swd3∆	5673113 (1)	0	41152	0.3103
A11	swd3∆	5673113 (1)	0	42026	0.3246
A11	swd3∆	5673113 (1)	0	42901	0.3493
A11	swd3∆	5673113 (1)	0	43775	0.3659
A11	swd3∆	5673113 (1)	0	44650	0.3888
A11	swd3∆	5673113 (1)	0	45524	0.4114
A11	swd3∆	5673113 (1)	0	46399	0.4423
A11	swd3∆	5673113 (1)	0	47273	0.4638
A11	swd3∆	5673113 (1)	0	48148	0.4926
A11	swd3∆	5673113 (1)	0	49022	0.5131
A11	swd3∆	5673113 (1)	0	49896	0.5447
A11	swd3∆	5673113 (1)	0	50770	0.5732
A11	swd3∆	5673113 (1)	0	51645	0.6057
A11	swd3∆	5673113 (1)	0	52519	0.6294
A11	swd3∆	5673113 (1)	0	53393	0.6616
A11	swd3∆	5673113 (1)	0	54268	0.6947
A11	swd3∆	5673113 (1)	0	55143	0.7132
A11	swd3∆	5673113 (1)	0	56017	0.7526
A11	swd3∆	5673113 (1)	0	56891	0.7771
A11	swd3∆	5673113 (1)	0	57766	0.8022
A11	swd3∆	5673113 (1)	0	58640	0.8314
A11	swd3∆	5673113 (1)	0	59515	0.8571
A11	swd3∆	5673113 (1)	0	60389	0.8798
A11	swd3∆	5673113 (1)	0	61264	0.8885
A11	swd3∆	5673113 (1)	0	62138	0.8961
A11	swd3∆	5673113 (1)	0	63013	0.8804
A11	swd3∆	5673113 (1)	0	65075	0.8667
A11	swd3∆	5673113 (1)	0	65950	0.8737
A11	swd3∆	5673113 (1)	0	66824	0.8695
A11	swd3∆	5673113 (1)	0	67698	0.8675
A11	swd3∆	5673113 (1)	0	68573	0.8657
A11	swd3∆	5673113 (1)	0	69447	0.8732
A11	swd3∆	5673113 (1)	0	70322	0.8697
A11	swd3∆	5673113 (1)	0	71196	0.8706
A11	swd3∆	5673113 (1)	0	72070	0.8707
A11	swd3∆	5673113 (1)	0	72945	0.8779
A11	swd3∆	5673113 (1)	0	73819	0.8788
A11	swd3∆	5673113 (1)	0	74695	0.8755
A11	swd3∆	5673113 (1)	0	75570	0.8688
A11	swd3∆	5673113 (1)	0	76444	0.8724
A11	swd3∆	5673113 (1)	0	77319	0.8732
A11	swd3∆	5673113 (1)	0	78193	0.8783
A11	swd3∆	5673113 (1)	0	79068	0.8756
A11	swd3∆	5673113 (1)	0	79943	0.8749
A11	swd3∆	5673113 (1)	0	80818	0.8779
A11	swd3∆	5673113 (1)	0	82096	0.874
A11	swd3∆	5673113 (1)	0	82970	0.8737
A11	swd3∆	5673113 (1)	0	83845	0.8726
A12	swd3∆	5673113 (1)	0	926	0.0912
A12	swd3∆	5673113 (1)	0	1802	0.0907
A12	swd3∆	5673113 (1)	0	2678	0.0872
A12	swd3∆	5673113 (1)	0	3552	0.0865
A12	swd3∆	5673113 (1)	0	4427	0.0929
A12	swd3∆	5673113 (1)	0	5301	0.0882
A12	swd3∆	5673113 (1)	0	6176	0.0922
A12	swd3∆	5673113 (1)	0	7050	0.0879
A12	swd3∆	5673113 (1)	0	7924	0.0874
A12	swd3∆	5673113 (1)	0	8799	0.0982
A12	swd3∆	5673113 (1)	0	9673	0.1204
A12	swd3∆	5673113 (1)	0	10548	0.1256
A12	swd3∆	5673113 (1)	0	11422	0.1243
A12	swd3∆	5673113 (1)	0	12297	0.1389
A12	swd3∆	5673113 (1)	0	13171	0.139
A12	swd3∆	5673113 (1)	0	14046	0.1468
A12	swd3∆	5673113 (1)	0	14920	0.1438
A12	swd3∆	5673113 (1)	0	15794	0.1513
A12	swd3∆	5673113 (1)	0	16669	0.097
A12	swd3∆	5673113 (1)	0	17543	0.1013
A12	swd3∆	5673113 (1)	0	18417	0.1062
A12	swd3∆	5673113 (1)	0	19292	0.1128
A12	swd3∆	5673113 (1)	0	20166	0.1109
A12	swd3∆	5673113 (1)	0	21041	0.1142
A12	swd3∆	5673113 (1)	0	21915	0.1523
A12	swd3∆	5673113 (1)	0	22789	0.1559
A12	swd3∆	5673113 (1)	0	23663	0.1297
A12	swd3∆	5673113 (1)	0	24538	0.1668
A12	swd3∆	5673113 (1)	0	25412	0.1546
A12	swd3∆	5673113 (1)	0	26286	0.1356
A12	swd3∆	5673113 (1)	0	27161	0.1395
A12	swd3∆	5673113 (1)	0	28036	0.157
A12	swd3∆	5673113 (1)	0	28910	0.1487
A12	swd3∆	5673113 (1)	0	29785	0.1562
A12	swd3∆	5673113 (1)	0	30659	0.2095
A12	swd3∆	5673113 (1)	0	31534	0.173
A12	swd3∆	5673113 (1)	0	32408	0.1808
A12	swd3∆	5673113 (1)	0	33282	0.1854
A12	swd3∆	5673113 (1)	0	34157	0.1952
A12	swd3∆	5673113 (1)	0	35031	0.2051
A12	swd3∆	5673113 (1)	0	35905	0.216
A12	swd3∆	5673113 (1)	0	36780	0.2267
A12	swd3∆	5673113 (1)	0	37655	0.2401
A12	swd3∆	5673113 (1)	0	38529	0.2548
A12	swd3∆	5673113 (1)	0	39403	0.259
A12	swd3∆	5673113 (1)	0	40278	0.2803
A12	swd3∆	5673113 (1)	0	41152	0.2983
A12	swd3∆	5673113 (1)	0	42026	0.3059
A12	swd3∆	5673113 (1)	0	42901	0.3326
A12	swd3∆	5673113 (1)	0	43775	0.3478
A12	swd3∆	5673113 (1)	0	44650	0.3694
A12	swd3∆	5673113 (1)	0	45524	0.3887
A12	swd3∆	5673113 (1)	0	46399	0.4095
A12	swd3∆	5673113 (1)	0	47273	0.4329
A12	swd3∆	5673113 (1)	0	48148	0.4574
A12	swd3∆	5673113 (1)	0	49022	0.4776
A12	swd3∆	5673113 (1)	0	49896	0.5044
A12	swd3∆	5673113 (1)	0	50770	0.5332
A12	swd3∆	5673113 (1)	0	51645	0.5583
A12	swd3∆	5673113 (1)	0	52519	0.5937
A12	swd3∆	5673113 (1)	0	53393	0.61
A12	swd3∆	5673113 (1)	0	54268	0.6459
A12	swd3∆	5673113 (1)	0	55143	0.673
A12	swd3∆	5673113 (1)	0	56017	0.6964
A12	swd3∆	5673113 (1)	0	56891	0.7248
A12	swd3∆	5673113 (1)	0	57766	0.7499
A12	swd3∆	5673113 (1)	0	58640	0.7902
A12	swd3∆	5673113 (1)	0	59515	0.8072
